ID,Address,Street,Neighbourhood,City,Price,Bathroom,Bedroom,Link
2020-10-17,l886384,1030 King St 317,King St,Niagara,Toronto,$599900,1 baths,1+1 beds,https://toronto.listing.ca/1030-king-st-317.C4956786.htm#15-41
2020-10-17,l886382,150 Heath St 1101,Heath St,Casa Loma,Toronto,$2399000,3 baths,2 beds,https://toronto.listing.ca/150-heath-st-1101.C4956776.htm#15-42
2020-10-17,l886381,400 Adelaide St 607,Adelaide St,Moss Park,Toronto,$540000,1 baths,1 beds,https://toronto.listing.ca/400-adelaide-st-607.C4956772.htm#15-43
2020-10-17,l886378,285 Mutual St 1103,Mutual St,Church-Yonge Corridor,Toronto,$559888,1 baths,1 beds,https://toronto.listing.ca/285-mutual-st-1103.C4956767.htm#15-44
2020-10-17,l886377,1030 King St 925,King St,Waterfront Communities C1,Toronto,$629900,1 baths,1+1 beds,https://toronto.listing.ca/1030-king-st-925.C4956765.htm#15-45
2020-10-17,l886372,10 Old York Mills Rd Th 7,Old York Mills Rd,Bridle Path-Sunnybrook-York Mills,Toronto,$1650000,3 baths,2+1 beds,https://toronto.listing.ca/10-old-york-mills-rd-th-7.C4956726.htm#15-46
2020-10-17,l886370,120 Parliament St 609,Parliament St,Moss Park,Toronto,$899000,2 baths,2 beds,https://toronto.listing.ca/120-parliament-st-609.C4956724.htm#15-47
2020-10-17,l886365,3830 Bathurst St 206,Bathurst St,Clanton Park,Toronto,$618888,2 baths,2+1 beds,https://toronto.listing.ca/3830-bathurst-st-206.C4956700.htm#15-48
2020-10-17,l886357,120 Harrison Garden Blvd 433,Harrison Garden Blvd,Willowdale East,Toronto,$759900,2 baths,2+1 beds,https://toronto.listing.ca/120-harrison-garden-blvd-433.C4956669.htm#15-49
2020-10-17,l886354,75 Queens Wharf Rd 1002,Queens Wharf Rd,Waterfront Communities C1,Toronto,$715000,1 baths,1+1 beds,https://toronto.listing.ca/75-queens-wharf-rd-1002.C4956644.htm#15-4a
2020-10-17,l886351,45 Charles St 3303,Charles St,Church-Yonge Corridor,Toronto,$489990,1 baths,0 beds,https://toronto.listing.ca/45-charles-st-3303.C4956636.htm#15-4b
2020-10-17,l886350,5 Everson Dr 828,Everson Dr,Willowdale East,Toronto,$599000,2 baths,2 beds,https://toronto.listing.ca/5-everson-dr-828.C4956633.htm#15-4c
2020-10-17,l886346,51 East Liberty St 1106,East Liberty St,Niagara,Toronto,$629900,2 baths,2 beds,https://toronto.listing.ca/51-east-liberty-st-1106.C4956619.htm#15-4d
2020-10-17,l886345,60 Colborne St 1505,Colborne St,Church-Yonge Corridor,Toronto,$1225000,2 baths,2 beds,https://toronto.listing.ca/60-colborne-st-1505.C4956607.htm#15-4e
2020-10-17,l886338,180 University Ave 3202,University Ave,Bay Street Corridor,Toronto,$1090000,1 baths,1 beds,https://toronto.listing.ca/180-university-ave-3202.C4881154.htm#15-4f
2020-10-17,l886298,21 Delabo Dr,Delabo Dr,York University Heights,Toronto,$1189000,10 baths,7+3 beds,https://toronto.listing.ca/21-delabo-dr.W4956427.htm#15-4g
2020-10-17,l886297,44 Gray Ave,Gray Ave,Rockcliffe-Smythe,Toronto,$699900,2 baths,2+1 beds,https://toronto.listing.ca/44-gray-ave.W4956414.htm#15-4h
2020-10-17,l886291,42 Baby Point Cres,Baby Point Cres,Lambton Baby Point,Toronto,$2995000,4 baths,5 beds,https://toronto.listing.ca/42-baby-point-cres.W4956381.htm#15-4i
2020-10-17,l886270,245 Glen Park Ave,Glen Park Ave,Yorkdale-Glen Park,Toronto,$2435000,5 baths,4+1 beds,https://toronto.listing.ca/245-glen-park-ave.W4956277.htm#15-4j
2020-10-17,l886267,135 Cowan Ave,Cowan Ave,South Parkdale,Toronto,$1625000,2 baths,4+1 beds,https://toronto.listing.ca/135-cowan-ave.W4956260.htm#15-4k
2020-10-17,l886256,151 Campbell Ave,Campbell Ave,Dovercourt-Wallace Emerson-Junction,Toronto,$699000,2 baths,3+1 beds,https://toronto.listing.ca/151-campbell-ave.W4956180.htm#15-4l
2020-10-17,l886248,10 Earnbridge St,Earnbridge St,Roncesvalles,Toronto,$1599900,2 baths,5 beds,https://toronto.listing.ca/10-earnbridge-st.W4956134.htm#15-4m
2020-10-17,l886244,11 Cartwright Ave,Cartwright Ave,Yorkdale-Glen Park,Toronto,$899900,2 baths,3+2 beds,https://toronto.listing.ca/11-cartwright-ave.W4956115.htm#15-4n
2020-10-17,l886242,50 Castleton Ave,Castleton Ave,Rockcliffe-Smythe,Toronto,$699000,2 baths,3 beds,https://toronto.listing.ca/50-castleton-ave.W4956110.htm#15-4o
2020-10-17,l886238,5 Honbury Rd,Honbury Rd,Thistletown-Beaumonde Heights,Toronto,$979900,2 baths,3+1 beds,https://toronto.listing.ca/5-honbury-rd.W4956076.htm#15-4p
2020-10-17,l886232,154 Calvington Dr,Calvington Dr,Downsview-Roding-CFB,Toronto,$949000,2 baths,3 beds,https://toronto.listing.ca/154-calvington-dr.W4956030.htm#15-4q
2020-10-17,l886219,17 Northcliffe Blvd,Northcliffe Blvd,Corso Italia-Davenport,Toronto,$1390000,3 baths,4+1 beds,https://toronto.listing.ca/17-northcliffe-blvd.W4955996.htm#15-4r
2020-10-17,l886217,55 Pritchard Ave,Pritchard Ave,Rockcliffe-Smythe,Toronto,$699900,2 baths,2+1 beds,https://toronto.listing.ca/55-pritchard-ave.W4955969.htm#15-4s
2020-10-17,l886197,20 Woodgate Dr,Woodgate Dr,Rockcliffe-Smythe,Toronto,$919000,2 baths,3+1 beds,https://toronto.listing.ca/20-woodgate-dr.W4928529.htm#15-4t
2020-10-17,l886124,28 Florens Ave,Florens Ave,Clairlea-Birchmount,Toronto,$1100000,4 baths,3+1 beds,https://toronto.listing.ca/28-florens-ave.E4956395.htm#15-4u
2020-10-17,l886117,78 Joseph Duggan Rd,Joseph Duggan Rd,The Beaches,Toronto,$2324900,4 baths,3+1 beds,https://toronto.listing.ca/78-joseph-duggan-rd.E4956298.htm#15-4v
2020-10-17,l886113,27 Bushmills Sq,Bushmills Sq,Agincourt North,Toronto,$870000,3 baths,3 beds,https://toronto.listing.ca/27-bushmills-sq.E4956239.htm#15-4w
2020-10-17,l886112,44 Torrance Rd,Torrance Rd,Eglinton East,Toronto,$848900,2 baths,3+2 beds,https://toronto.listing.ca/44-torrance-rd.E4956227.htm#15-4x
2020-10-17,l886107,70 Duxbury Dr,Duxbury Dr,Milliken,Toronto,$999000,6 baths,4+2 beds,https://toronto.listing.ca/70-duxbury-dr.E4956149.htm#15-4y
2020-10-17,l886104,45 Oakworth Cres,Oakworth Cres,Ionview,Toronto,$829000,1 baths,3 beds,https://toronto.listing.ca/45-oakworth-cres.E4956095.htm#15-4z
2020-10-17,l886101,19 Landfair Cres,Landfair Cres,Woburn,Toronto,$1050000,3 baths,3 beds,https://toronto.listing.ca/19-landfair-cres.E4956069.htm#15-50
2020-10-17,l886095,79 Laurel Ave,Laurel Ave,Kennedy Park,Toronto,$1350000,6 baths,4+2 beds,https://toronto.listing.ca/79-laurel-ave.E4956028.htm#15-51
2020-10-17,l886094,62 Muskox Dr,Muskox Dr,Rouge E11,Toronto,$899000,4 baths,4+2 beds,https://toronto.listing.ca/62-muskox-dr.E4956007.htm#15-52
2020-10-17,l886092,10 Blakemanor Blvd,Blakemanor Blvd,Woburn,Toronto,$849900,2 baths,3+3 beds,https://toronto.listing.ca/10-blakemanor-blvd.E4955991.htm#15-53
2020-10-17,l886091,142 Dewhurst Blvd,Dewhurst Blvd,Danforth Village-East York,Toronto,$879000,1 baths,2 beds,https://toronto.listing.ca/142-dewhurst-blvd.E4955983.htm#15-54
2020-10-17,l886089,55 Highview Ave,Highview Ave,Birchcliffe-Cliffside,Toronto,$899000,3 baths,3 beds,https://toronto.listing.ca/55-highview-ave.E4955958.htm#15-55
2020-10-17,l886082,30 Cavell Ave,Cavell Ave,North Riverdale,Toronto,$899000,2 baths,2 beds,https://toronto.listing.ca/30-cavell-ave.E4955874.htm#15-56
2020-10-17,l886079,15 Yarmouth Rd,Yarmouth Rd,Annex,Toronto,$1699999,5 baths,3+2 beds,https://toronto.listing.ca/15-yarmouth-rd.C4956442.htm#15-57
2020-10-17,l886074,52 Tottenham Rd,Tottenham Rd,Banbury-Don Mills,Toronto,$2398000,4 baths,4+1 beds,https://toronto.listing.ca/52-tottenham-rd.C4956198.htm#15-58
2020-10-17,l886072,8 Meadowglade Cres,Meadowglade Cres,Henry Farm,Toronto,$1888888,4 baths,4+1 beds,https://toronto.listing.ca/8-meadowglade-cres.C4956138.htm#15-59
2020-10-17,l886071,43 Ridge Hill Dr,Ridge Hill Dr,Forest Hill North,Toronto,$2995000,4 baths,4+1 beds,https://toronto.listing.ca/43-ridge-hill-dr.C4956090.htm#15-5a
2020-10-17,l886068,272 St Clements Ave,St Clements Ave,Yonge-Eglinton,Toronto,$1929000,4 baths,3 beds,https://toronto.listing.ca/272-st-clements-ave.C4956084.htm#15-5b
2020-10-17,l886067,219 Snowdon Ave,Snowdon Ave,Lawrence Park North,Toronto,$1199000,2 baths,3 beds,https://toronto.listing.ca/219-snowdon-ave.C4955951.htm#15-5c
2020-10-17,l886066,3058 Bayview Ave,Bayview Ave,Willowdale East,Toronto,$1650000,4 baths,3 beds,https://toronto.listing.ca/3058-bayview-ave.C4955867.htm#15-5d
2020-10-17,l886065,81 Upper Canada Dr,Upper Canada Dr,St. Andrew-Windfields,Toronto,$1975000,2 baths,2+1 beds,https://toronto.listing.ca/81-upper-canada-dr.C4938314.htm#15-5e
2020-10-17,l886054,155 William Duncan Rd 4,William Duncan Rd,Downsview-Roding-CFB,Toronto,$658800,2 baths,2 beds,https://toronto.listing.ca/155-william-duncan-rd-4.W4956505.htm#15-5f
2020-10-17,l886045,50 Old Mill Rd 402,Old Mill Rd,Kingsway South,Toronto,$1788000,2 baths,2 beds,https://toronto.listing.ca/50-old-mill-rd-402.W4956423.htm#15-5g
2020-10-17,l886039,2901 Kipling Ave 202,Kipling Ave,Mount Olive-Silverstone-Jamestown,Toronto,$479990,2 baths,2+1 beds,https://toronto.listing.ca/2901-kipling-ave-202.W4956398.htm#15-5h
2020-10-17,l886029,88 Park Lawn Rd 612,Park Lawn Rd,Mimico,Toronto,$649000,2 baths,2 beds,https://toronto.listing.ca/88-park-lawn-rd-612.W4956319.htm#15-5i
2020-10-17,l886028,21 Markbrook Lane 509,Markbrook Lane,Mount Olive-Silverstone-Jamestown,Toronto,$499900,2 baths,2+1 beds,https://toronto.listing.ca/21-markbrook-lane-509.W4956312.htm#15-5j
2020-10-17,l886027,3045 Finch Ave 1029,Finch Ave,Humbermede,Toronto,$515000,2 baths,2+1 beds,https://toronto.listing.ca/3045-finch-ave-1029.W4956306.htm#15-5k
2020-10-17,l886025,90 Park Lawn Rd 911,Park Lawn Rd,Mimico,Toronto,$859000,2 baths,2+1 beds,https://toronto.listing.ca/90-park-lawn-rd-911.W4956282.htm#15-5l
2020-10-17,l886024,15 Viking Lane 1710,Viking Lane,Islington-City Centre West,Toronto,$519900,1 baths,1+1 beds,https://toronto.listing.ca/15-viking-lane-1710.W4956275.htm#15-5m
2020-10-17,l886019,2267 Lake Shore Blvd 411,Lake Shore Blvd,Mimico,Toronto,$799000,2 baths,2+1 beds,https://toronto.listing.ca/2267-lake-shore-blvd-411.W4956233.htm#15-5n
2020-10-17,l886017,830 Lawrence Ave 502,Lawrence Ave,Yorkdale-Glen Park,Toronto,$559000,1 baths,1+1 beds,https://toronto.listing.ca/830-lawrence-ave-502.W4956226.htm#15-5o
2020-10-17,l886016,3091 Dufferin St 537,Dufferin St,Yorkdale-Glen Park,Toronto,$580000,2 baths,2 beds,https://toronto.listing.ca/3091-dufferin-st-537.W4956223.htm#15-5p
2020-10-17,l886015,2220 Lakeshore Blvd 708,Lakeshore Blvd,Mimico,Toronto,$579900,1 baths,1 beds,https://toronto.listing.ca/2220-lakeshore-blvd-708.W4956215.htm#15-5q
2020-10-17,l886012,41 Markbrook Lane 411,Markbrook Lane,Mount Olive-Silverstone-Jamestown,Toronto,$429900,2 baths,2 beds,https://toronto.listing.ca/41-markbrook-lane-411.W4956194.htm#15-5r
2020-10-17,l886011,88 Park Lawn Rd 1907,Park Lawn Rd,Mimico,Toronto,$695000,2 baths,2+1 beds,https://toronto.listing.ca/88-park-lawn-rd-1907.W4956184.htm#15-5s
2020-10-17,l886010,59 Annie Craig Dr 2210,Annie Craig Dr,Mimico,Toronto,$689900,1 baths,1+1 beds,https://toronto.listing.ca/59-annie-craig-dr-2210.W4956178.htm#15-5t
2020-10-17,l885996,5 Valhalla Inn Rd 1508,Valhalla Inn Rd,Islington-City Centre West,Toronto,$469000,1 baths,1 beds,https://toronto.listing.ca/5-valhalla-inn-rd-1508.W4956016.htm#15-5u
2020-10-17,l885995,1050 The Queensway 108,The Queensway,Islington-City Centre West,Toronto,$525000,1 baths,2 beds,https://toronto.listing.ca/1050-the-queensway-108.W4955987.htm#15-5v
2020-10-17,l885992,90 Park Lawn Rd 908,Park Lawn Rd,Mimico,Toronto,$899000,2 baths,2+1 beds,https://toronto.listing.ca/90-park-lawn-rd-908.W4955970.htm#15-5w
2020-10-17,l885988,1185 The Queensway Way 528,The Queensway Way,Islington-City Centre West,Toronto,$519000,1 baths,1+1 beds,https://toronto.listing.ca/1185-the-queensway-way-528.W4955952.htm#15-5x
2020-10-17,l885987,234 Albion Rd 405,Albion Rd,Elms-Old Rexdale,Toronto,$495000,2 baths,3 beds,https://toronto.listing.ca/234-albion-rd-405.W4955945.htm#15-5y
2020-10-17,l885983,1830 Bloor St 439,Bloor St,High Park North,Toronto,$429900,1 baths,0 beds,https://toronto.listing.ca/1830-bloor-st-439.W4955924.htm#15-5z
2020-10-17,l885982,2 Eva Rd 2827,Eva Rd,Islington-City Centre West,Toronto,$479800,1 baths,1 beds,https://toronto.listing.ca/2-eva-rd-2827.W4955919.htm#15-60
2020-10-17,l885980,362 The East Mall 1504,The East Mall,Islington-City Centre West,Toronto,$449900,2 baths,2+1 beds,https://toronto.listing.ca/362-the-east-mall-1504.W4955896.htm#15-61
2020-10-17,l885979,105 The Queensway Ave 3110,The Queensway Ave,High Park-Swansea,Toronto,$699900,2 baths,2 beds,https://toronto.listing.ca/105-the-queensway-ave-3110.W4955878.htm#15-62
2020-10-17,l885978,25 Four Winds Dr 812,Four Winds Dr,York University Heights,Toronto,$515000,1 baths,2 beds,https://toronto.listing.ca/25-four-winds-dr-812.W4955865.htm#15-63
2020-10-17,l885977,2087 Lake Shore Blvd Lph07,Lake Shore Blvd,Mimico,Toronto,$643890,2 baths,2 beds,https://toronto.listing.ca/2087-lake-shore-blvd-lph07.W4955856.htm#15-64
2020-10-17,l885933,2466 Eglinton Ave Lp11,Eglinton Ave,Eglinton East,Toronto,$555000,2 baths,2+1 beds,https://toronto.listing.ca/2466-eglinton-ave-lp11.E4956474.htm#15-65
2020-10-17,l885930,410 Mclevin Ave 1005,Mclevin Ave,Malvern,Toronto,$349888,1 baths,1 beds,https://toronto.listing.ca/410-mclevin-ave-1005.E4956392.htm#15-66
2020-10-17,l885929,200 Murison Blvd #2,Murison Blvd,Malvern,Toronto,$550000,2 baths,3+1 beds,https://toronto.listing.ca/200-murison-blvd-2.E4956387.htm#15-67
2020-10-17,l885928,15 Huntingwood Dr 16,Huntingwood Dr,L'Amoreaux,Toronto,$689888,2 baths,3 beds,https://toronto.listing.ca/15-huntingwood-dr-16.E4956339.htm#15-68
2020-10-17,l885926,8 Rosebank Dr 12 M,Rosebank Dr,Malvern,Toronto,$549000,2 baths,3+1 beds,https://toronto.listing.ca/8-rosebank-dr-12-m.E4956270.htm#15-69
2020-10-17,l885922,60 Town Centre Crt 2009,Town Centre Crt,Bendale,Toronto,$539900,1 baths,2 beds,https://toronto.listing.ca/60-town-centre-crt-2009.E4956143.htm#15-6a
2020-10-17,l885920,10 Mendelssohn St 112,Mendelssohn St,Clairlea-Birchmount,Toronto,$418000,1 baths,1 beds,https://toronto.listing.ca/10-mendelssohn-st-112.E4956102.htm#15-6b
2020-10-17,l885917,1190 Dundas St 207,Dundas St,South Riverdale,Toronto,$714900,2 baths,2 beds,https://toronto.listing.ca/1190-dundas-st-207.E4956046.htm#15-6c
2020-10-17,l885916,123 Omni Dr G69,Omni Dr,Bendale,Toronto,$659500,2 baths,2 beds,https://toronto.listing.ca/123-omni-dr-g69.E4955994.htm#15-6d
2020-10-17,l885915,2550 Lawrence Ave 1407,Lawrence Ave,Dorset Park,Toronto,$429800,1 baths,1+1 beds,https://toronto.listing.ca/2550-lawrence-ave-1407.E4955979.htm#15-6e
2020-10-17,l885914,75 Scarborough Rd 4,Scarborough Rd,The Beaches,Toronto,$459900,1 baths,2 beds,https://toronto.listing.ca/75-scarborough-rd-4.E4955973.htm#15-6f
2020-10-17,l885913,39 Kimbercroft Crt #700,Kimbercroft Crt,Agincourt South-Malvern West,Toronto,$419990,2 baths,2+1 beds,https://toronto.listing.ca/39-kimbercroft-crt-700.E4955960.htm#15-6g
2020-10-17,l885911,99 Coleman Ave 205,Coleman Ave,East End-Danforth,Toronto,$799900,2 baths,1+1 beds,https://toronto.listing.ca/99-coleman-ave-205.E4955923.htm#15-6h
2020-10-17,l885908,1 Bloor St 3209,Bloor St,Church-Yonge Corridor,Toronto,$1068000,2 baths,1+1 beds,https://toronto.listing.ca/1-bloor-st-3209.C4956589.htm#15-6i
2020-10-17,l885906,8 Charlotte St 1602,Charlotte St,Waterfront Communities C1,Toronto,$1088000,2 baths,2 beds,https://toronto.listing.ca/8-charlotte-st-1602.C4956584.htm#15-6j
2020-10-17,l885900,797 Don Mills Rd 401,Don Mills Rd,Flemingdon Park,Toronto,$519900,1 baths,1+1 beds,https://toronto.listing.ca/797-don-mills-rd-401.C4956550.htm#15-6k
2020-10-17,l885898,197 Yonge St 5508,Yonge St,Bay Street Corridor,Toronto,$618000,1 baths,0 beds,https://toronto.listing.ca/197-yonge-st-5508.C4956548.htm#15-6l
2020-10-17,l885896,45 Sunrise Ave 102,Sunrise Ave,Victoria Village,Toronto,$539000,2 baths,3 beds,https://toronto.listing.ca/45-sunrise-ave-102.C4956545.htm#15-6m
2020-10-17,l885895,150 Heath St 1102,Heath St,Casa Loma,Toronto,$2100000,3 baths,3 beds,https://toronto.listing.ca/150-heath-st-1102.C4956534.htm#15-6n
2020-10-17,l885894,86 Gloucester St 605,Gloucester St,Church-Yonge Corridor,Toronto,$729000,2 baths,2 beds,https://toronto.listing.ca/86-gloucester-st-605.C4956533.htm#15-6o
2020-10-17,l885892,5 Everson Dr 1003,Everson Dr,Willowdale East,Toronto,$668888,2 baths,2+1 beds,https://toronto.listing.ca/5-everson-dr-1003.C4956521.htm#15-6p
2020-10-17,l885891,2885 Bayview Ave 1310,Bayview Ave,Bayview Village,Toronto,$599900,1 baths,1+1 beds,https://toronto.listing.ca/2885-bayview-ave-1310.C4956517.htm#15-6q
2020-10-17,l885888,155 Yorkville Ave 2620,Yorkville Ave,Annex,Toronto,$649000,1 baths,1+1 beds,https://toronto.listing.ca/155-yorkville-ave-2620.C4956490.htm#15-6r
2020-10-17,l885883,11 Charlotte St 2202,Charlotte St,Waterfront Communities C1,Toronto,$899000,2 baths,2 beds,https://toronto.listing.ca/11-charlotte-st-2202.C4956466.htm#15-6s
2020-10-17,l885882,16 Bonnycastle St 2705,Bonnycastle St,Waterfront Communities C8,Toronto,$799900,1 baths,1+1 beds,https://toronto.listing.ca/16-bonnycastle-st-2705.C4956443.htm#15-6t
2020-10-17,l885878,500 Sherbourne St 306,Sherbourne St,North St. James Town,Toronto,$599000,1 baths,1+1 beds,https://toronto.listing.ca/500-sherbourne-st-306.C4956404.htm#15-6u
2020-10-17,l885877,210 Simcoe St 2003,Simcoe St,Kensington-Chinatown,Toronto,$768000,1 baths,1+1 beds,https://toronto.listing.ca/210-simcoe-st-2003.C4956390.htm#15-6v
2020-10-17,l885872,65 East Liberty St 305,East Liberty St,Niagara,Toronto,$549000,1 baths,1 beds,https://toronto.listing.ca/65-east-liberty-st-305.C4956357.htm#15-6w
2020-10-17,l885871,20 Richardson St 1701,Richardson St,Waterfront Communities C8,Toronto,$569000,1 baths,1 beds,https://toronto.listing.ca/20-richardson-st-1701.C4956341.htm#15-6x
2020-10-17,l885870,503 Beecroft Rd 1006,Beecroft Rd,Willowdale West,Toronto,$689900,2 baths,2 beds,https://toronto.listing.ca/503-beecroft-rd-1006.C4956340.htm#15-6y
2020-10-17,l885869,28 Ted Rogers Way 1011,Ted Rogers Way,Church-Yonge Corridor,Toronto,$780000,1 baths,2 beds,https://toronto.listing.ca/28-ted-rogers-way-1011.C4956337.htm#15-6z
2020-10-17,l885867,8 Charlotte St 1602,Charlotte St,Waterfront Communities C1,Toronto,$1088000,2 baths,2 beds,https://toronto.listing.ca/8-charlotte-st-1602.C4956333.htm#15-70
2020-10-17,l885865,3237 Bayview Ave 1203,Bayview Ave,Bayview Village,Toronto,$1149900,3 baths,3 beds,https://toronto.listing.ca/3237-bayview-ave-1203.C4956329.htm#15-71
2020-10-17,l885861,85 Queens Wharf Rd 520,Queens Wharf Rd,Waterfront Communities C1,Toronto,$509900,1 baths,1 beds,https://toronto.listing.ca/85-queens-wharf-rd-520.C4956311.htm#15-72
2020-10-17,l885856,10 Navy Wharf Crt 2810,Navy Wharf Crt,Waterfront Communities C1,Toronto,$699000,1 baths,1+1 beds,https://toronto.listing.ca/10-navy-wharf-crt-2810.C4956286.htm#15-73
2020-10-17,l885855,43 Eglinton Ave 1811,Eglinton Ave,Mount Pleasant West,Toronto,$559900,1 baths,1+1 beds,https://toronto.listing.ca/43-eglinton-ave-1811.C4956276.htm#15-74
2020-10-17,l885854,256 Jarvis St 5A,Jarvis St,Church-Yonge Corridor,Toronto,$849900,2 baths,2+1 beds,https://toronto.listing.ca/256-jarvis-st-5a.C4956274.htm#15-75
2020-10-17,l885851,1360 York Mills Rd 903,York Mills Rd,Parkwoods-Donalda,Toronto,$399000,1 baths,2 beds,https://toronto.listing.ca/1360-york-mills-rd-903.C4956264.htm#15-76
2020-10-17,l885850,120 Harrison Garden Blvd 633,Harrison Garden Blvd,Willowdale East,Toronto,$799000,2 baths,2+1 beds,https://toronto.listing.ca/120-harrison-garden-blvd-633.C4956261.htm#15-77
2020-10-17,l885845,30 Glen Elm Ave 504,Glen Elm Ave,Rosedale-Moore Park,Toronto,$998000,2 baths,2+1 beds,https://toronto.listing.ca/30-glen-elm-ave-504.C4956243.htm#15-78
2020-10-17,l885834,1 Scott St 402,Scott St,Waterfront Communities C8,Toronto,$649000,1 baths,1+1 beds,https://toronto.listing.ca/1-scott-st-402.C4956199.htm#15-79
2020-10-17,l885833,15 Iceboat Terr 1036,Iceboat Terr,Waterfront Communities C1,Toronto,$779900,2 baths,2 beds,https://toronto.listing.ca/15-iceboat-terr-1036.C4956197.htm#15-7a
2020-10-17,l885829,212 Eglinton Ave 808,Eglinton Ave,Mount Pleasant West,Toronto,$598800,1 baths,1+1 beds,https://toronto.listing.ca/212-eglinton-ave-808.C4956188.htm#15-7b
2020-10-17,l885821,230 Queens Quay W Quay 2610,Queens Quay W Quay,Waterfront Communities C1,Toronto,$888888,2 baths,2 beds,https://toronto.listing.ca/230-queens-quay-w-quay-2610.C4956145.htm#15-7c
2020-10-17,l885819,741 Sheppard Ave 210,Sheppard Ave,Bathurst Manor,Toronto,$575000,2 baths,2+1 beds,https://toronto.listing.ca/741-sheppard-ave-210.C4956141.htm#15-7d
2020-10-17,l885815,159 Dundas St 1603,Dundas St,Church-Yonge Corridor,Toronto,$499900,1 baths,1 beds,https://toronto.listing.ca/159-dundas-st-1603.C4956131.htm#15-7e
2020-10-17,l885809,231 Fort York Blvd 1016,Fort York Blvd,Niagara,Toronto,$499999,1 baths,1 beds,https://toronto.listing.ca/231-fort-york-blvd-1016.C4956096.htm#15-7f
2020-10-17,l885807,161 Roehampton Ave 2308,Roehampton Ave,Mount Pleasant West,Toronto,$525000,1 baths,1 beds,https://toronto.listing.ca/161-roehampton-ave-2308.C4956086.htm#15-7g
2020-10-17,l885805,15 Vicora Linkway Way 304,Vicora Linkway Way,Flemingdon Park,Toronto,$399000,1 baths,2 beds,https://toronto.listing.ca/15-vicora-linkway-way-304.C4956078.htm#15-7h
2020-10-17,l885803,386 Yonge St 3812,Yonge St,Bay Street Corridor,Toronto,$799800,1 baths,1+1 beds,https://toronto.listing.ca/386-yonge-st-3812.C4956065.htm#15-7i
2020-10-17,l885799,83 Redpath Ave 1408,Redpath Ave,Mount Pleasant East,Toronto,$619000,1 baths,1+1 beds,https://toronto.listing.ca/83-redpath-ave-1408.C4956042.htm#15-7j
